address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
1026 Queen Street E,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1'}",IFXCLHrvjOOcu11Y46_mlQ,"Desserts, Food, Ice Cream & Frozen Yogurt, Coffee & Tea",Toronto,,0,43.6615696,-79.3385016,Milky Way Ice Cream,M4M 1K4,8,4.0,ON
9600 Blackbrook Rd,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'""}",nEMUUOvFB2Vi90uiF4rlCg,"Food, American (New), Ice Cream & Frozen Yogurt, Restaurants, Hot Dogs",Mentor,"{'Monday': '0:0-0:0', 'Tuesday': '10:30-16:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-19:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}",1,41.7244588,-81.2944416,Scooter's Dawghouse,44060,128,4.5,OH
7287 Yonge St,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'""}",L1PsHcUvdiZvViwYjwGK-A,"Food, Ice Cream & Frozen Yogurt, Italian, Bakeries, Restaurants",Thornhill,,1,43.8046733,-79.4210248,Nino D'Aversa Bakery,L3T 2A9,70,2.5,ON
"7910 S Rainbow Blvd, Ste 110","{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'Caters': 'True', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",Hp8k_RpSIWSeJguyaQpfIw,"Gelato, Desserts, Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Tuesday': '13:0-21:30', 'Wednesday': '13:0-21:30', 'Thursday': '13:0-21:30', 'Friday': '13:0-21:30', 'Saturday': '13:0-21:30', 'Sunday': '13:0-21:30'}",1,36.0443917,-115.24296310000001,Gelatology,89139,578,4.5,NV
RR 130,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'Corkage': 'False', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",LSxHsjO_CNbH-NE3lvwKaw,"Restaurants, Ice Cream & Frozen Yogurt, Food",Harrison City,,1,40.354776799999996,-79.65014920000002,Dairy Queen Brazier of Harrison City,15636,6,2.5,PA
753 Crossroads Plz,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True'}",unVOwNGRAM9_Btgfw52LpQ,"Food, Ice Cream & Frozen Yogurt",Fort Mill,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-17:0', 'Sunday': '12:0-20:0'}",1,35.059749100000005,-80.98958640000001,Scoop n' Swirl Homemade Ice Cream,29708,43,4.5,SC
3163 West Chandler Blvd,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True'}",YFHVcaVBX7yxr8lGL7IQZA,"Food, Ice Cream & Frozen Yogurt",Chandler,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0'}",0,33.3056561,-111.89782350000002,Cold Stone Creamery,85226,24,2.5,AZ
1626 East Blvd,"{'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'GoodForDancing': 'False', 'BikeParking': 'True', 'DriveThru': 'False', 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True'}",yWUBX9Pe6pzh1PjVj04UmQ,"Nightlife, Burgers, Food, Ice Cream & Frozen Yogurt, Bars, Fast Food, Restaurants, American (Traditional), Salad",Charlotte,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,35.198972399999995,-80.84087109999999,Bad Daddy's Burger Bar,28203,505,4.0,NC
230 E Wt Harris Blvd,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BikeParking': 'True'}",IKDzQtQ2X7pyCbNkjeNrUg,"Restaurants, Bakeries, Food, Ice Cream & Frozen Yogurt",Charlotte,,0,35.303872,-80.749548,Maggiemoo's,28262,11,2.5,NC
1919 Southland Drive SW,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False'}",GL-I6Vj7pAF8dCY2Q0-nfQ,"Ice Cream & Frozen Yogurt, Food, Restaurants, Fast Food",Calgary,,1,50.960884131899995,-114.1058246293,Dairy Queen,T2W 0K1,6,1.5,AB
72 Kensington Avenue,"{'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}",-iyyNb7ygeWB5kob28H8eA,"Desserts, Ice Cream & Frozen Yogurt, Food",Toronto,"{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",0,43.654488799999996,-79.4008307,Seven Lives Paleteria,M5T 2K1,55,3.5,ON
"3150 E. Chandler Heights Rd., #104","{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WiFi': ""'no'""}",WbjYKBoX4_pbbz6bOON2Pw,"Food, Ice Cream & Frozen Yogurt, Desserts, Do-It-Yourself Food",Gilbert,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,33.23428,-111.72188700000001,Zoyo Frozen Yogurt - South Gilbert,85298,19,3.5,AZ
16 Church Street,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'""}",e04WTVi2ahvn_l-JHfZX7w,"Food, Ice Cream & Frozen Yogurt",Toronto,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",0,43.648349700000004,-79.3737801,Menchie's Frozen Yogurt,M5E 1M1,6,2.0,ON
555 S Midvale Blvd,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False'}",UkfyZevcq5jmjNWMbLb1OQ,"Ice Cream & Frozen Yogurt, Food, Desserts",Madison,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,43.054623600000006,-89.4508969,Chocolate Shoppe Ice Cream,53711,26,3.5,WI
4481 School House Commons,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'False', 'Caters': 'False'}",eMGPysyiPMIQ4gupU5rG1g,"Diners, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food",Harrisburg,"{'Monday': '13:0-20:30', 'Tuesday': '13:0-20:30', 'Wednesday': '13:0-20:30', 'Thursday': '13:0-20:30', 'Friday': '13:0-20:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-20:0'}",1,35.3216356,-80.6503289,Frozen Kups,28075,8,5.0,NC
129 E Williams Field Rd,"{'WiFi': ""'free'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'DriveThru': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",vxuyl9IVum8zngXgvbT4Jg,"Ice Cream & Frozen Yogurt, Burgers, American (New), Restaurants, Food",Gilbert,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",1,33.3059362523,-111.7868381739,Freddy's Frozen Custard & Steakburgers,85295,98,4.0,AZ
2922 State Rd,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",wtFKrz_ROYISvkTTVmiKjQ,"Ice Cream & Frozen Yogurt, Food",Cuyahoga Falls,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}",1,41.151000599999996,-81.5091598,Handel's Homemade Ice Cream,44223,19,4.0,OH
4860 N Litchfield Rd,"{'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False'}",Y1-nbySEHec051ix7beSGw,"Food, Coffee & Tea, Gastropubs, Ice Cream & Frozen Yogurt, Beer, Wine & Spirits, Pizza, Restaurants",Litchfield Park,"{'Monday': '6:30-21:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-0:0', 'Saturday': '7:0-0:0', 'Sunday': '8:0-21:0'}",1,33.507094,-112.35876699999999,Ground Control,85340,402,3.5,AZ
"4604 37 Street SW, Suite 4","{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'""}",Y233qv2mlwkSzwHWApbA4A,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt, Food",Calgary,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",0,51.0138352,-114.1397299,Nice Cream,T3E 3C9,23,4.0,AB
"1717 S Decatur Blvd, Ste J-35","{'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False'}",ubczCzYiwgXL4rn4MVVBcA,"Ice Cream & Frozen Yogurt, Desserts, Bakeries, Food",Las Vegas,"{'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",0,36.150762,-115.205574,Hot-n-Fresh Cinnamon Rolls,89102,8,4.5,NV
545 W John St,"{'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False'}",s_LceyRxOdJUvNBhdT8OKg,"Ice Cream & Frozen Yogurt, Food",Matthews,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,35.120398200000004,-80.72834959999999,Bruster's Real Ice Cream,28105,28,4.0,NC
5127 N 99th Ave,"{'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",te5yQQTQYcHHtztdQJTmNw,"Burgers, Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",Glendale,"{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",1,33.509444041,-112.2718324275,Culver's,85305,73,3.0,AZ
5261 Highway 7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",ycOoopjieoy3nxq0iRP8hQ,"Canadian (New), Food, Salad, Restaurants, Ice Cream & Frozen Yogurt, Sandwiches",Markham,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",0,43.8666971,-79.283752,Fresh A Fare,L3P 3J3,5,3.0,ON
4406 Rue Wellington,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True'}",dC7paBaL_QzeZsHJGuBWiQ,"Food, Ice Cream & Frozen Yogurt, Restaurants",Montréal,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",1,45.459938978500006,-73.5672922432,Bar Laitier Wellington,H4G 1W5,3,5.0,QC
590 Dover Center Rd,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",3EkQLsLQE0VnqqOpPrbL7w,"Ice Cream & Frozen Yogurt, Specialty Food, Chocolatiers & Shops, Food, Candy Stores",Bay Village,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '12:0-22:0'}",1,41.479161299999994,-81.92137029999999,Malley's Chocolates,44140,11,4.0,OH
916 Nygaard St,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False'}",3pDVa7t5kNNAkJTPt1lOsg,"Burgers, Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Food",Stoughton,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",1,42.9265077,-89.2496663,Culver's,53589,13,4.0,WI
"7131 W Ray Rd, Ste 8","{'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'NoiseLevel': ""'very_loud'"", 'RestaurantsTableService': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False'}",CtfCmOhJvpnTFcKm_MyQwA,"Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Acai Bowls, Food, Gluten-Free",Chandler,"{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",1,33.3180617794,-111.96731312780001,Nekter Juice Bar,85226,146,4.0,AZ
1910 Kennedy Road,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'Caters': 'False'}",78iP9YpLaDKeiF6OB7dIzQ,"Restaurants, Ice Cream & Frozen Yogurt, Food, Fast Food",Toronto,"{'Monday': '10:0-22:30', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-23:30', 'Saturday': '10:0-23:30', 'Sunday': '10:0-22:30'}",1,43.7673658,-79.28192879999999,DQ Grill & Chill Restaurant,M1P 2L1,15,2.0,ON
911 W University Ave,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True'}",YrZxRSTg_dVbZd5PXz7G5Q,"Fast Food, Ice Cream & Frozen Yogurt, American (New), Restaurants, Food",Urbana,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",1,40.1161711,-88.22028940000001,Dairy Queen,61801,8,4.0,IL
3817 Milwaukee St,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'Caters': 'False'}",IPUGrf2xuClfxfBIA020kw,"Bakeries, Meat Shops, Ice Cream & Frozen Yogurt, Books, Mags, Music & Video, Specialty Food, Beer, Wine & Spirits, Shopping, Food, Grocery, Videos & Video Game Rental, Fruits & Veggies, Seafood Markets",Madison,"{'Monday': '6:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-19:45', 'Sunday': '9:0-0:0'}",1,43.096807500000004,-89.3189585,Woodman's Market,53714,98,3.5,WI
